date,site_id,equipment_category,requested_units,allocated_units,utilisation_pct
2026-04-14,SITE010,Excavator,4,4,66.1
2026-04-14,SITE002,Articulated Truck,4,3,100.0
2026-04-14,SITE005,Motor Grader,3,3,86.6
2026-04-15,SITE003,Dozer,3,2,93.2
2026-04-15,SITE007,Articulated Truck,2,2,96.6
2026-04-15,SITE004,Motor Grader,4,4,80.1
2026-04-15,SITE011,Excavator,3,2,94.9
2026-04-15,SITE001,Motor Grader,1,1,76.8
2026-04-16,SITE004,Dozer,2,2,58.3
2026-04-16,SITE014,Backhoe Loader,6,6,62.9
2026-04-16,SITE012,Dozer,1,1,70.6
2026-04-16,SITE006,Telehandler,3,3,84.0
2026-04-16,SITE013,Wheel Loader,3,2,100.0
2026-04-17,SITE011,Dozer,5,5,68.0
2026-04-17,SITE001,Wheel Loader,3,3,100.0
2026-04-17,SITE002,Wheel Loader,2,2,88.1
2026-04-17,SITE008,Wheel Loader,3,3,70.6
2026-04-17,SITE013,Dozer,2,2,72.8
2026-04-18,SITE007,Dozer,7,7,85.1
2026-04-18,SITE012,Telehandler,2,2,80.0
2026-04-18,SITE008,Dozer,7,7,78.5
2026-04-18,SITE005,Motor Grader,3,2,100.0
2026-04-18,SITE003,Dozer,3,3,92.1
2026-04-19,SITE014,Telehandler,1,0,77.0
2026-04-19,SITE013,Wheel Loader,3,2,99.3
2026-04-19,SITE008,Compactor,1,0,100.0
2026-04-19,SITE002,Backhoe Loader,1,0,89.0
2026-04-19,SITE006,Wheel Loader,3,2,84.2
2026-04-20,SITE001,Motor Grader,6,6,93.9
2026-04-20,SITE013,Backhoe Loader,3,3,69.5
2026-04-20,SITE007,Motor Grader,2,1,84.8
2026-04-20,SITE014,Compactor,1,1,73.1
2026-04-20,SITE002,Compactor,6,6,86.2
2026-04-21,SITE007,Articulated Truck,6,6,60.6
2026-04-21,SITE009,Compactor,2,2,77.9
2026-04-21,SITE010,Wheel Loader,2,2,46.7
2026-04-21,SITE008,Excavator,6,6,80.4
2026-04-21,SITE002,Backhoe Loader,4,4,82.2
2026-04-22,SITE008,Telehandler,1,0,86.2
2026-04-22,SITE007,Motor Grader,2,2,65.0
2026-04-22,SITE014,Telehandler,1,1,65.0
2026-04-22,SITE013,Skid Steer Loader,6,5,79.3
2026-04-22,SITE006,Wheel Loader,3,3,63.6
2026-04-23,SITE013,Backhoe Loader,7,6,100.0
2026-04-23,SITE007,Articulated Truck,4,4,82.6
2026-04-23,SITE005,Telehandler,2,1,100.0
2026-04-23,SITE012,Dozer,2,2,87.6
2026-04-23,SITE006,Compactor,7,7,86.0
2026-04-24,SITE015,Excavator,2,2,83.1
2026-04-24,SITE014,Motor Grader,5,4,99.6
2026-04-24,SITE006,Wheel Loader,2,2,79.1
2026-04-24,SITE011,Dozer,3,3,59.8
2026-04-24,SITE012,Excavator,4,4,73.7
2026-04-25,SITE013,Telehandler,4,4,52.2
2026-04-25,SITE002,Backhoe Loader,2,2,91.2
2026-04-25,SITE011,Telehandler,4,4,86.2
2026-04-25,SITE012,Telehandler,3,3,61.6
2026-04-25,SITE007,Motor Grader,1,0,70.7
2026-04-26,SITE010,Skid Steer Loader,3,3,82.9
2026-04-26,SITE005,Wheel Loader,2,2,69.6
2026-04-26,SITE012,Dozer,3,2,100.0
2026-04-26,SITE007,Motor Grader,5,5,96.2
2026-04-26,SITE002,Wheel Loader,1,0,86.1
2026-04-27,SITE001,Backhoe Loader,3,2,76.1
2026-04-27,SITE002,Motor Grader,2,1,92.9
2026-04-27,SITE014,Wheel Loader,4,4,68.1
2026-04-27,SITE012,Articulated Truck,2,2,70.0
2026-04-27,SITE007,Wheel Loader,3,3,71.4
2026-04-28,SITE008,Dozer,4,4,74.7
2026-04-28,SITE003,Dozer,5,5,85.9
2026-04-28,SITE009,Wheel Loader,3,3,59.6
2026-04-28,SITE002,Motor Grader,6,5,89.2
2026-04-28,SITE015,Compactor,4,4,77.5
2026-04-29,SITE014,Skid Steer Loader,4,3,91.7
2026-04-29,SITE011,Skid Steer Loader,3,3,75.9
2026-04-29,SITE003,Skid Steer Loader,3,3,99.0
2026-04-29,SITE002,Excavator,3,3,94.6
2026-04-29,SITE005,Compactor,3,2,82.6
2026-04-30,SITE011,Motor Grader,2,2,69.7
2026-04-30,SITE013,Excavator,4,4,84.0
2026-04-30,SITE002,Dozer,4,4,83.7
2026-04-30,SITE001,Telehandler,2,2,86.2
2026-04-30,SITE012,Compactor,3,2,89.5
2026-05-01,SITE013,Articulated Truck,5,5,70.7
2026-05-01,SITE006,Articulated Truck,3,3,98.6
2026-05-01,SITE010,Articulated Truck,3,2,92.3
2026-05-01,SITE007,Telehandler,1,1,55.0
2026-05-01,SITE014,Articulated Truck,3,3,62.9
2026-05-02,SITE013,Wheel Loader,1,1,87.8
2026-05-02,SITE002,Skid Steer Loader,1,1,87.5
2026-05-02,SITE001,Dozer,3,3,82.1
2026-05-02,SITE008,Compactor,2,1,66.3
2026-05-02,SITE007,Backhoe Loader,6,5,98.4
2026-05-03,SITE011,Excavator,4,4,90.8
2026-05-03,SITE004,Excavator,4,4,52.3
2026-05-03,SITE001,Compactor,4,4,66.1
2026-05-03,SITE015,Compactor,2,1,98.4
2026-05-03,SITE006,Skid Steer Loader,1,1,89.7
2026-05-04,SITE007,Telehandler,2,2,89.0
2026-05-04,SITE008,Dozer,1,1,69.5
2026-05-04,SITE011,Backhoe Loader,1,1,62.9
2026-05-04,SITE012,Wheel Loader,3,2,75.5
2026-05-04,SITE002,Skid Steer Loader,4,4,71.2
2026-05-05,SITE014,Compactor,4,4,46.4
2026-05-05,SITE011,Compactor,3,3,78.0
2026-05-05,SITE009,Dozer,2,2,83.2
2026-05-05,SITE008,Wheel Loader,3,3,68.3
2026-05-05,SITE003,Skid Steer Loader,2,1,100.0
2026-05-06,SITE012,Motor Grader,3,3,64.7
2026-05-06,SITE001,Motor Grader,6,5,89.1
2026-05-06,SITE003,Skid Steer Loader,4,4,95.2
2026-05-06,SITE006,Backhoe Loader,4,3,88.7
2026-05-06,SITE007,Skid Steer Loader,2,2,89.3
2026-05-07,SITE014,Articulated Truck,1,0,100.0
2026-05-07,SITE004,Telehandler,4,3,86.1
2026-05-07,SITE010,Dozer,2,2,70.7
2026-05-07,SITE013,Motor Grader,3,3,51.5
2026-05-07,SITE002,Motor Grader,3,3,85.2
2026-05-08,SITE002,Dozer,1,1,86.0
2026-05-08,SITE015,Articulated Truck,6,6,90.9
2026-05-08,SITE006,Articulated Truck,2,1,100.0
2026-05-08,SITE012,Excavator,9,9,99.7
2026-05-08,SITE010,Excavator,2,2,75.4
2026-05-09,SITE014,Wheel Loader,2,2,78.2
2026-05-09,SITE007,Skid Steer Loader,1,0,100.0
2026-05-09,SITE015,Excavator,5,4,78.9
2026-05-09,SITE006,Articulated Truck,4,4,88.7
2026-05-09,SITE012,Motor Grader,3,3,90.5
2026-05-10,SITE008,Motor Grader,3,3,84.4
2026-05-10,SITE011,Excavator,3,3,74.0
2026-05-10,SITE015,Motor Grader,1,1,83.9
2026-05-10,SITE003,Motor Grader,7,6,86.4
2026-05-10,SITE010,Dozer,1,0,99.7
2026-05-11,SITE005,Wheel Loader,2,2,87.1
2026-05-11,SITE012,Dozer,3,3,85.3
2026-05-11,SITE007,Wheel Loader,2,1,100.0
2026-05-11,SITE001,Telehandler,3,3,70.8
2026-05-11,SITE006,Wheel Loader,1,1,85.5
2026-05-12,SITE009,Compactor,1,1,93.9
2026-05-12,SITE007,Telehandler,8,7,100.0
2026-05-12,SITE006,Skid Steer Loader,3,3,72.1
2026-05-12,SITE014,Motor Grader,3,3,91.4
2026-05-12,SITE011,Backhoe Loader,2,1,98.6
2026-05-13,SITE002,Motor Grader,5,4,100.0
2026-05-13,SITE003,Wheel Loader,3,3,78.0
2026-05-13,SITE006,Compactor,3,2,100.0
2026-05-13,SITE010,Motor Grader,2,2,71.6
2026-05-13,SITE001,Dozer,8,8,80.9
2026-05-14,SITE013,Excavator,4,4,64.2
2026-05-14,SITE012,Skid Steer Loader,1,1,68.3
2026-05-14,SITE004,Telehandler,7,6,90.2
2026-05-14,SITE014,Wheel Loader,4,4,81.0
2026-05-14,SITE011,Skid Steer Loader,3,3,87.8
2026-05-15,SITE008,Articulated Truck,1,0,89.5
2026-05-15,SITE003,Wheel Loader,1,0,83.0
2026-05-15,SITE001,Dozer,2,2,57.6
2026-05-15,SITE002,Skid Steer Loader,3,3,72.4
2026-05-15,SITE009,Telehandler,1,0,100.0
2026-05-16,SITE005,Telehandler,1,1,64.3
2026-05-16,SITE012,Compactor,2,1,91.6
2026-05-16,SITE010,Motor Grader,3,2,81.8
2026-05-16,SITE003,Articulated Truck,2,2,60.9
2026-05-16,SITE011,Skid Steer Loader,1,1,87.4
2026-05-17,SITE002,Backhoe Loader,3,3,63.8
2026-05-17,SITE015,Excavator,6,5,64.1
2026-05-17,SITE008,Motor Grader,5,5,77.4
2026-05-17,SITE011,Wheel Loader,5,4,100.0
2026-05-17,SITE012,Compactor,2,1,95.1
2026-05-18,SITE005,Skid Steer Loader,3,3,62.9
2026-05-18,SITE010,Telehandler,3,3,62.5
2026-05-18,SITE003,Telehandler,2,1,95.5
2026-05-18,SITE002,Skid Steer Loader,5,5,92.6
2026-05-18,SITE006,Dozer,1,1,71.8
2026-05-19,SITE003,Excavator,4,3,83.8
2026-05-19,SITE014,Articulated Truck,3,3,69.9
2026-05-19,SITE010,Excavator,4,4,53.0
2026-05-19,SITE012,Dozer,1,1,71.0
2026-05-19,SITE015,Skid Steer Loader,1,1,66.8
2026-05-20,SITE014,Backhoe Loader,3,3,70.0
2026-05-20,SITE013,Articulated Truck,3,3,71.7
2026-05-20,SITE001,Telehandler,2,2,94.7
2026-05-20,SITE002,Dozer,2,2,87.2
2026-05-20,SITE012,Excavator,2,2,80.6
2026-05-21,SITE011,Compactor,1,1,53.0
2026-05-21,SITE009,Backhoe Loader,2,2,98.7
2026-05-21,SITE008,Backhoe Loader,2,2,71.2
2026-05-21,SITE003,Skid Steer Loader,2,2,82.0
2026-05-21,SITE010,Dozer,4,4,69.2
2026-05-22,SITE004,Backhoe Loader,4,4,87.1
2026-05-22,SITE003,Articulated Truck,1,1,79.2
2026-05-22,SITE005,Wheel Loader,3,2,100.0
2026-05-22,SITE015,Skid Steer Loader,6,6,82.0
2026-05-22,SITE014,Motor Grader,3,2,98.4
2026-05-23,SITE011,Motor Grader,5,4,90.7
2026-05-23,SITE003,Wheel Loader,4,4,68.4
2026-05-23,SITE007,Skid Steer Loader,2,2,64.9
2026-05-23,SITE008,Dozer,4,4,81.6
2026-05-23,SITE002,Backhoe Loader,7,7,66.6
2026-05-24,SITE007,Telehandler,6,6,99.0
2026-05-24,SITE014,Dozer,1,1,68.0
2026-05-24,SITE003,Motor Grader,3,3,55.4
2026-05-24,SITE006,Backhoe Loader,2,2,61.6
2026-05-24,SITE015,Backhoe Loader,1,0,100.0
2026-05-25,SITE002,Articulated Truck,7,7,86.8
2026-05-25,SITE006,Wheel Loader,2,2,81.5
2026-05-25,SITE011,Motor Grader,3,3,65.7
2026-05-25,SITE015,Skid Steer Loader,2,1,90.8
2026-05-25,SITE014,Dozer,2,1,97.1
2026-05-26,SITE002,Motor Grader,1,0,100.0
2026-05-26,SITE013,Skid Steer Loader,5,5,77.2
2026-05-26,SITE015,Motor Grader,1,1,83.4
2026-05-26,SITE003,Skid Steer Loader,1,1,59.8
2026-05-26,SITE009,Wheel Loader,3,3,75.2
2026-05-27,SITE013,Backhoe Loader,4,3,85.0
2026-05-27,SITE007,Compactor,1,1,90.5
2026-05-27,SITE003,Motor Grader,3,3,92.4
2026-05-27,SITE006,Backhoe Loader,3,3,72.4
2026-05-27,SITE011,Wheel Loader,4,4,77.7
2026-05-28,SITE007,Articulated Truck,2,2,71.8
2026-05-28,SITE010,Telehandler,3,2,80.4
2026-05-28,SITE012,Wheel Loader,3,2,89.5
2026-05-28,SITE005,Articulated Truck,5,4,75.5
2026-05-28,SITE001,Backhoe Loader,1,1,69.5
2026-05-29,SITE005,Motor Grader,3,3,63.6
2026-05-29,SITE007,Motor Grader,2,1,87.3
2026-05-29,SITE009,Articulated Truck,3,3,78.2
2026-05-29,SITE012,Skid Steer Loader,7,7,59.1
2026-05-29,SITE004,Dozer,4,4,87.3
2026-05-30,SITE003,Backhoe Loader,4,3,98.6
2026-05-30,SITE010,Excavator,4,3,68.6
2026-05-30,SITE001,Backhoe Loader,2,2,79.7
2026-05-30,SITE002,Compactor,1,0,100.0
2026-05-30,SITE005,Backhoe Loader,6,6,69.7
2026-05-31,SITE007,Telehandler,1,1,97.8
2026-05-31,SITE001,Dozer,3,3,90.8
2026-05-31,SITE010,Compactor,2,2,51.0
2026-05-31,SITE004,Backhoe Loader,1,1,93.1
2026-05-31,SITE014,Wheel Loader,3,3,67.9
2026-06-01,SITE006,Excavator,1,0,89.3
2026-06-01,SITE014,Compactor,3,2,97.9
2026-06-01,SITE003,Wheel Loader,2,2,73.7
2026-06-01,SITE009,Skid Steer Loader,1,1,55.1
2026-06-01,SITE015,Dozer,1,1,93.8
2026-06-02,SITE005,Dozer,1,1,69.9
2026-06-02,SITE015,Telehandler,1,1,90.1
2026-06-02,SITE008,Motor Grader,4,4,65.8
2026-06-02,SITE014,Compactor,3,2,100.0
2026-06-02,SITE012,Excavator,4,4,76.7
2026-06-03,SITE001,Articulated Truck,2,2,67.2
2026-06-03,SITE010,Excavator,2,2,43.1
2026-06-03,SITE008,Wheel Loader,3,2,87.5
2026-06-03,SITE006,Articulated Truck,4,4,68.3
2026-06-03,SITE005,Skid Steer Loader,2,1,75.9
2026-06-04,SITE008,Wheel Loader,1,0,100.0
2026-06-04,SITE004,Skid Steer Loader,2,1,81.7
2026-06-04,SITE002,Excavator,4,4,87.1
2026-06-04,SITE009,Motor Grader,4,4,64.2
2026-06-04,SITE012,Compactor,3,2,100.0
2026-06-05,SITE006,Backhoe Loader,4,4,100.0
2026-06-05,SITE005,Skid Steer Loader,4,3,94.2
2026-06-05,SITE015,Compactor,3,3,83.1
2026-06-05,SITE007,Wheel Loader,1,1,66.6
2026-06-05,SITE003,Telehandler,3,3,69.9
2026-06-06,SITE006,Dozer,4,4,88.8
2026-06-06,SITE014,Excavator,4,4,98.3
2026-06-06,SITE012,Telehandler,3,2,100.0
2026-06-06,SITE004,Articulated Truck,1,1,86.3
2026-06-06,SITE002,Wheel Loader,3,3,67.8
2026-06-07,SITE008,Compactor,4,3,100.0
2026-06-07,SITE011,Wheel Loader,1,1,78.9
2026-06-07,SITE005,Telehandler,2,1,88.7
2026-06-07,SITE002,Wheel Loader,3,3,80.2
2026-06-07,SITE007,Skid Steer Loader,2,2,89.3
2026-06-08,SITE003,Dozer,2,2,75.9
2026-06-08,SITE015,Articulated Truck,2,1,100.0
2026-06-08,SITE006,Excavator,7,6,99.8
2026-06-08,SITE009,Compactor,2,2,64.3
2026-06-08,SITE001,Motor Grader,4,3,82.9
2026-06-09,SITE002,Wheel Loader,3,3,81.4
2026-06-09,SITE013,Dozer,1,1,67.0
2026-06-09,SITE007,Skid Steer Loader,1,1,94.3
2026-06-09,SITE004,Dozer,5,4,66.2
2026-06-09,SITE010,Dozer,3,2,100.0
2026-06-10,SITE012,Wheel Loader,1,1,95.0
2026-06-10,SITE013,Wheel Loader,5,5,48.1
2026-06-10,SITE014,Skid Steer Loader,4,4,67.0
2026-06-10,SITE002,Telehandler,7,7,81.9
2026-06-10,SITE009,Motor Grader,1,1,72.5
2026-06-11,SITE015,Dozer,3,3,57.1
2026-06-11,SITE003,Excavator,3,2,81.8
2026-06-11,SITE007,Telehandler,1,1,79.0
2026-06-11,SITE001,Dozer,3,3,100.0
2026-06-11,SITE010,Articulated Truck,2,1,91.8
2026-06-12,SITE008,Excavator,6,6,85.2
2026-06-12,SITE001,Skid Steer Loader,3,3,67.0
2026-06-12,SITE009,Articulated Truck,1,1,87.2
2026-06-12,SITE007,Articulated Truck,4,3,100.0
2026-06-12,SITE011,Dozer,3,3,83.1
2026-06-13,SITE015,Excavator,1,1,78.9
2026-06-13,SITE001,Dozer,2,2,53.2
2026-06-13,SITE003,Compactor,1,1,69.8
2026-06-13,SITE014,Skid Steer Loader,4,3,85.7
2026-06-13,SITE012,Wheel Loader,5,5,80.1
2026-06-14,SITE008,Skid Steer Loader,3,3,74.6
2026-06-14,SITE006,Backhoe Loader,2,2,66.4
2026-06-14,SITE014,Articulated Truck,1,1,90.0
2026-06-14,SITE005,Articulated Truck,4,4,81.1
2026-06-14,SITE002,Dozer,4,4,75.3
2026-06-15,SITE004,Wheel Loader,1,1,64.2
2026-06-15,SITE010,Excavator,4,4,100.0
2026-06-15,SITE007,Dozer,4,3,87.1
2026-06-15,SITE002,Skid Steer Loader,4,4,83.2
2026-06-15,SITE012,Backhoe Loader,6,6,47.6
2026-06-16,SITE005,Wheel Loader,3,3,75.9
2026-06-16,SITE012,Wheel Loader,2,2,65.2
2026-06-16,SITE008,Telehandler,3,3,70.7
2026-06-16,SITE004,Backhoe Loader,7,7,77.1
2026-06-16,SITE009,Articulated Truck,6,5,100.0
2026-06-17,SITE011,Compactor,1,0,100.0
2026-06-17,SITE012,Backhoe Loader,4,4,76.7
2026-06-17,SITE002,Wheel Loader,1,1,68.3
2026-06-17,SITE007,Wheel Loader,2,2,81.4
2026-06-17,SITE013,Excavator,3,3,48.0
2026-06-18,SITE013,Compactor,1,1,79.5
2026-06-18,SITE012,Wheel Loader,4,3,83.2
2026-06-18,SITE004,Backhoe Loader,1,0,94.1
2026-06-18,SITE014,Backhoe Loader,1,0,76.0
2026-06-18,SITE007,Telehandler,3,3,76.9
2026-06-19,SITE004,Dozer,2,2,77.0
2026-06-19,SITE003,Backhoe Loader,4,3,100.0
2026-06-19,SITE001,Backhoe Loader,1,1,52.7
2026-06-19,SITE014,Motor Grader,4,4,79.3
2026-06-19,SITE010,Motor Grader,3,3,84.1
2026-06-20,SITE009,Backhoe Loader,1,1,85.4
2026-06-20,SITE002,Motor Grader,3,3,90.5
2026-06-20,SITE003,Wheel Loader,4,4,78.5
2026-06-20,SITE004,Wheel Loader,2,2,78.6
2026-06-20,SITE001,Excavator,3,3,71.4
2026-06-21,SITE014,Articulated Truck,4,4,97.2
2026-06-21,SITE004,Articulated Truck,2,2,51.5
2026-06-21,SITE009,Backhoe Loader,3,3,91.2
2026-06-21,SITE002,Wheel Loader,2,1,85.0
2026-06-21,SITE001,Motor Grader,3,3,63.9
2026-06-22,SITE001,Motor Grader,3,3,100.0
2026-06-22,SITE011,Motor Grader,2,2,97.1
2026-06-22,SITE015,Backhoe Loader,3,3,85.4
2026-06-22,SITE006,Telehandler,4,4,99.3
2026-06-22,SITE004,Backhoe Loader,3,3,55.9
2026-06-23,SITE014,Dozer,1,0,91.6
2026-06-23,SITE008,Wheel Loader,3,2,94.8
2026-06-23,SITE004,Dozer,4,3,82.9
2026-06-23,SITE006,Articulated Truck,1,1,80.7
2026-06-23,SITE005,Compactor,7,7,90.9
2026-06-24,SITE008,Dozer,2,1,98.3
2026-06-24,SITE003,Wheel Loader,3,3,56.0
2026-06-24,SITE015,Excavator,1,1,60.1
2026-06-24,SITE014,Wheel Loader,3,3,79.1
2026-06-24,SITE012,Telehandler,4,4,100.0
2026-06-25,SITE002,Compactor,7,6,74.2
2026-06-25,SITE003,Skid Steer Loader,3,3,100.0
2026-06-25,SITE015,Excavator,3,3,78.0
2026-06-25,SITE007,Telehandler,5,4,100.0
2026-06-25,SITE004,Excavator,3,3,86.8
2026-06-26,SITE014,Wheel Loader,4,4,69.8
2026-06-26,SITE001,Skid Steer Loader,3,3,56.6
2026-06-26,SITE013,Wheel Loader,2,2,75.2
2026-06-26,SITE011,Excavator,5,5,86.9
2026-06-26,SITE015,Backhoe Loader,1,1,66.1
2026-06-27,SITE014,Compactor,4,3,91.6
2026-06-27,SITE012,Wheel Loader,6,6,78.1
2026-06-27,SITE002,Articulated Truck,2,1,67.0
2026-06-27,SITE004,Wheel Loader,3,3,76.5
2026-06-27,SITE003,Excavator,6,6,82.1
2026-06-28,SITE011,Skid Steer Loader,5,5,78.9
2026-06-28,SITE009,Skid Steer Loader,3,2,90.2
2026-06-28,SITE002,Wheel Loader,4,4,67.7
2026-06-28,SITE001,Dozer,4,4,100.0
2026-06-28,SITE012,Dozer,5,4,100.0
2026-06-29,SITE007,Dozer,1,0,89.3
2026-06-29,SITE003,Skid Steer Loader,4,3,90.3
2026-06-29,SITE006,Wheel Loader,2,2,81.7
2026-06-29,SITE011,Dozer,1,1,83.1
2026-06-29,SITE005,Motor Grader,2,2,78.5
2026-06-30,SITE002,Skid Steer Loader,5,5,80.6
2026-06-30,SITE010,Wheel Loader,4,4,71.3
2026-06-30,SITE006,Telehandler,4,4,79.0
2026-06-30,SITE015,Wheel Loader,5,4,100.0
2026-06-30,SITE013,Wheel Loader,1,1,61.1
2026-07-01,SITE010,Motor Grader,1,0,87.1
2026-07-01,SITE014,Articulated Truck,4,4,79.8
2026-07-01,SITE005,Skid Steer Loader,2,2,74.5
2026-07-01,SITE006,Wheel Loader,3,3,71.0
2026-07-01,SITE002,Articulated Truck,1,1,81.9
2026-07-02,SITE007,Skid Steer Loader,2,1,100.0
2026-07-02,SITE008,Motor Grader,4,4,72.6
2026-07-02,SITE012,Skid Steer Loader,1,1,75.5
2026-07-02,SITE014,Wheel Loader,5,5,96.1
2026-07-02,SITE002,Telehandler,4,4,86.0
2026-07-03,SITE006,Articulated Truck,2,2,71.4
2026-07-03,SITE008,Dozer,2,1,70.7
2026-07-03,SITE007,Telehandler,5,4,97.7
2026-07-03,SITE014,Backhoe Loader,2,1,79.3
2026-07-03,SITE013,Backhoe Loader,2,2,65.3
2026-07-04,SITE007,Backhoe Loader,2,2,83.8
2026-07-04,SITE002,Skid Steer Loader,1,1,72.4
2026-07-04,SITE010,Articulated Truck,3,3,96.8
2026-07-04,SITE012,Dozer,5,5,78.8
2026-07-04,SITE015,Articulated Truck,2,1,77.4
2026-07-05,SITE003,Wheel Loader,2,2,79.9
2026-07-05,SITE002,Compactor,4,4,67.7
2026-07-05,SITE001,Backhoe Loader,2,1,93.2
2026-07-05,SITE006,Dozer,4,4,73.2
2026-07-05,SITE012,Dozer,3,3,63.8
2026-07-06,SITE012,Telehandler,5,5,92.2
2026-07-06,SITE003,Telehandler,1,1,83.8
2026-07-06,SITE002,Excavator,3,3,92.9
2026-07-06,SITE015,Skid Steer Loader,2,1,96.6
2026-07-06,SITE014,Wheel Loader,2,2,97.3
2026-07-07,SITE003,Skid Steer Loader,3,3,87.9
2026-07-07,SITE006,Telehandler,2,2,74.1
2026-07-07,SITE015,Wheel Loader,1,0,100.0
2026-07-07,SITE002,Wheel Loader,2,2,61.3
2026-07-07,SITE004,Compactor,1,0,99.1
2026-07-08,SITE012,Motor Grader,1,1,77.9
2026-07-08,SITE006,Wheel Loader,1,1,75.4
2026-07-08,SITE008,Excavator,3,3,81.8
2026-07-08,SITE011,Backhoe Loader,4,4,97.8
2026-07-08,SITE001,Excavator,4,3,100.0
2026-07-09,SITE014,Motor Grader,1,1,80.9
2026-07-09,SITE007,Dozer,2,1,95.6
2026-07-09,SITE011,Wheel Loader,4,4,80.1
2026-07-09,SITE008,Skid Steer Loader,5,4,100.0
2026-07-09,SITE009,Wheel Loader,7,7,75.4
2026-07-10,SITE007,Wheel Loader,1,1,71.3
2026-07-10,SITE010,Compactor,3,2,100.0
2026-07-10,SITE001,Articulated Truck,3,2,90.6
2026-07-10,SITE004,Telehandler,5,5,98.0
2026-07-10,SITE015,Excavator,4,4,74.8
2026-07-11,SITE011,Skid Steer Loader,1,1,74.0
2026-07-11,SITE007,Articulated Truck,1,1,89.5
2026-07-11,SITE004,Excavator,3,3,83.5
2026-07-11,SITE005,Motor Grader,6,6,90.1
2026-07-11,SITE002,Backhoe Loader,4,4,71.4
2026-07-12,SITE002,Dozer,4,4,63.5
2026-07-12,SITE004,Excavator,3,3,75.0
2026-07-12,SITE010,Motor Grader,1,1,85.6
2026-07-12,SITE001,Excavator,7,6,69.5
2026-07-12,SITE005,Excavator,1,1,73.6
2026-07-13,SITE006,Motor Grader,3,2,83.5
2026-07-13,SITE002,Backhoe Loader,7,7,91.4
2026-07-13,SITE005,Articulated Truck,4,3,100.0
2026-07-13,SITE001,Articulated Truck,2,2,76.5
2026-07-13,SITE015,Skid Steer Loader,3,3,68.1
2026-07-14,SITE007,Wheel Loader,4,4,53.1
2026-07-14,SITE012,Telehandler,1,0,88.2
2026-07-14,SITE009,Excavator,3,3,78.2
2026-07-14,SITE002,Wheel Loader,3,3,83.7
2026-07-14,SITE013,Compactor,1,1,72.1
2026-07-15,SITE015,Dozer,3,3,85.6
2026-07-15,SITE011,Wheel Loader,2,2,92.1
2026-07-15,SITE002,Compactor,2,2,75.4
2026-07-15,SITE012,Articulated Truck,3,3,69.9
2026-07-15,SITE004,Articulated Truck,1,0,88.2
2026-07-16,SITE001,Dozer,7,7,64.2
2026-07-16,SITE012,Skid Steer Loader,4,4,43.9
2026-07-16,SITE013,Compactor,4,4,89.2
2026-07-16,SITE011,Excavator,2,2,73.0
2026-07-16,SITE007,Motor Grader,1,1,76.7
2026-07-17,SITE008,Motor Grader,1,1,82.7
2026-07-17,SITE002,Skid Steer Loader,3,3,95.5
2026-07-17,SITE015,Articulated Truck,5,5,83.4
2026-07-17,SITE006,Skid Steer Loader,3,3,63.7
2026-07-17,SITE003,Wheel Loader,3,2,100.0
2026-07-18,SITE005,Wheel Loader,1,1,73.6
2026-07-18,SITE008,Compactor,2,2,53.9
2026-07-18,SITE015,Articulated Truck,1,1,73.1
2026-07-18,SITE014,Telehandler,1,0,100.0
2026-07-18,SITE011,Wheel Loader,1,0,100.0
2026-07-19,SITE006,Skid Steer Loader,2,1,89.3
2026-07-19,SITE009,Backhoe Loader,3,2,94.0
2026-07-19,SITE010,Motor Grader,3,3,83.0
2026-07-19,SITE015,Excavator,6,6,60.0
2026-07-19,SITE012,Backhoe Loader,6,6,68.7
2026-07-20,SITE003,Wheel Loader,4,3,100.0
2026-07-20,SITE014,Skid Steer Loader,4,4,68.7
2026-07-20,SITE002,Telehandler,1,0,76.7
2026-07-20,SITE005,Skid Steer Loader,2,2,76.8
2026-07-20,SITE007,Compactor,3,2,81.4
2026-07-21,SITE011,Wheel Loader,3,3,99.6
2026-07-21,SITE009,Telehandler,2,1,93.8
2026-07-21,SITE008,Dozer,7,6,91.5
2026-07-21,SITE002,Articulated Truck,4,4,77.3
2026-07-21,SITE012,Articulated Truck,1,1,91.5
2026-07-22,SITE010,Skid Steer Loader,4,4,55.7
2026-07-22,SITE008,Compactor,3,3,79.3
2026-07-22,SITE004,Backhoe Loader,1,1,76.2
2026-07-22,SITE012,Compactor,1,1,96.1
2026-07-22,SITE014,Dozer,5,5,76.8
2026-07-23,SITE010,Articulated Truck,2,1,100.0
2026-07-23,SITE001,Compactor,2,2,76.8
2026-07-23,SITE015,Excavator,2,2,64.7
2026-07-23,SITE007,Excavator,1,0,96.7
2026-07-23,SITE014,Motor Grader,3,3,81.2
2026-07-24,SITE011,Motor Grader,7,6,94.9
2026-07-24,SITE003,Skid Steer Loader,2,2,64.9
2026-07-24,SITE002,Compactor,2,1,97.9
2026-07-24,SITE014,Backhoe Loader,2,2,43.7
2026-07-24,SITE013,Motor Grader,5,5,74.2
2026-07-25,SITE014,Motor Grader,5,5,78.3
2026-07-25,SITE001,Dozer,3,3,100.0
2026-07-25,SITE002,Telehandler,3,2,91.5
2026-07-25,SITE007,Compactor,4,4,59.2
2026-07-25,SITE006,Telehandler,5,5,63.8
2026-07-26,SITE015,Backhoe Loader,2,2,57.4
2026-07-26,SITE012,Skid Steer Loader,1,1,78.4
