maintenance_id,asset_id,timestamp,maintenance_type,engine_hours,fault_code,downtime_hours,severity
MNT00252,EQX0016,2025-06-20T00:00:00,PREVENTIVE,3394.5,NONE,1.7,MEDIUM
MNT00253,EQX0064,2025-06-24T00:00:00,REPAIR,6063.0,BATTERY_LOW,4.6,HIGH
MNT00254,EQX0054,2026-02-13T00:00:00,PREVENTIVE,2366.3,BATTERY_LOW,29.9,HIGH
MNT00255,EQX0119,2025-10-05T00:00:00,REPAIR,2553.4,OIL_PRESSURE,17.1,LOW
MNT00256,EQX0019,2025-10-25T00:00:00,REPAIR,5200.7,OIL_PRESSURE,15.8,MEDIUM
MNT00257,EQX0061,2026-04-19T00:00:00,PREVENTIVE,7034.3,TEMP_HIGH,5.3,HIGH
MNT00258,EQX0107,2026-05-01T00:00:00,PREVENTIVE,2519.1,TEMP_HIGH,4.9,LOW
MNT00259,EQX0001,2025-11-16T00:00:00,REPAIR,1570.0,NONE,16.4,MEDIUM
MNT00260,EQX0013,2025-03-04T00:00:00,REPAIR,3621.5,TEMP_HIGH,2.5,HIGH
MNT00261,EQX0072,2025-08-20T00:00:00,INSPECTION,4790.4,TEMP_HIGH,8.6,MEDIUM
MNT00262,EQX0075,2025-11-10T00:00:00,INSPECTION,4758.9,BATTERY_LOW,28.1,HIGH
MNT00263,EQX0070,2025-07-27T00:00:00,PREVENTIVE,4526.3,NONE,22.1,MEDIUM
MNT00264,EQX0023,2025-09-27T00:00:00,REPAIR,947.0,BATTERY_LOW,10.2,HIGH
MNT00265,EQX0078,2025-10-11T00:00:00,REPAIR,6560.8,BATTERY_LOW,6.7,LOW
MNT00266,EQX0101,2025-08-26T00:00:00,PREVENTIVE,866.8,TEMP_HIGH,4.7,MEDIUM
MNT00267,EQX0112,2025-01-01T00:00:00,INSPECTION,767.8,NONE,4.5,MEDIUM
MNT00268,EQX0055,2026-04-29T00:00:00,INSPECTION,2408.7,NONE,7.6,MEDIUM
MNT00269,EQX0049,2026-01-30T00:00:00,REPAIR,3663.7,OIL_PRESSURE,25.2,MEDIUM
MNT00270,EQX0068,2025-03-22T00:00:00,REPAIR,6348.0,TEMP_HIGH,28.4,MEDIUM
MNT00271,EQX0092,2025-05-27T00:00:00,INSPECTION,4291.5,BATTERY_LOW,21.0,MEDIUM
MNT00272,EQX0088,2025-05-04T00:00:00,REPAIR,6768.3,OIL_PRESSURE,5.8,MEDIUM
MNT00273,EQX0110,2026-04-23T00:00:00,REPAIR,2725.7,BATTERY_LOW,6.8,HIGH
MNT00274,EQX0113,2025-07-15T00:00:00,INSPECTION,2931.7,NONE,6.3,MEDIUM
MNT00275,EQX0068,2025-07-19T00:00:00,PREVENTIVE,4479.2,OIL_PRESSURE,3.3,MEDIUM
MNT00276,EQX0118,2025-09-17T00:00:00,REPAIR,6927.4,OIL_PRESSURE,1.5,MEDIUM
MNT00277,EQX0083,2026-05-06T00:00:00,INSPECTION,520.6,OIL_PRESSURE,8.6,LOW
MNT00278,EQX0074,2025-02-01T00:00:00,REPAIR,6971.3,BATTERY_LOW,15.0,MEDIUM
MNT00279,EQX0096,2026-07-13T00:00:00,PREVENTIVE,478.8,NONE,18.6,HIGH
MNT00280,EQX0020,2025-07-01T00:00:00,PREVENTIVE,804.6,NONE,2.2,HIGH
MNT00281,EQX0091,2025-03-05T00:00:00,INSPECTION,911.6,OIL_PRESSURE,29.5,LOW
MNT00282,EQX0084,2025-01-18T00:00:00,INSPECTION,6312.1,OIL_PRESSURE,27.0,LOW
MNT00283,EQX0116,2026-01-11T00:00:00,REPAIR,303.4,BATTERY_LOW,12.8,HIGH
MNT00284,EQX0086,2025-03-04T00:00:00,PREVENTIVE,1608.5,TEMP_HIGH,22.0,LOW
MNT00285,EQX0023,2026-03-31T00:00:00,PREVENTIVE,2211.3,TEMP_HIGH,20.8,MEDIUM
MNT00286,EQX0023,2025-01-04T00:00:00,INSPECTION,2198.5,OIL_PRESSURE,4.0,MEDIUM
MNT00287,EQX0073,2025-03-30T00:00:00,REPAIR,6991.0,NONE,3.9,LOW
MNT00288,EQX0024,2025-03-30T00:00:00,PREVENTIVE,2517.8,NONE,23.1,LOW
MNT00289,EQX0028,2026-01-19T00:00:00,INSPECTION,793.3,TEMP_HIGH,9.6,HIGH
MNT00290,EQX0083,2025-07-15T00:00:00,REPAIR,5717.6,TEMP_HIGH,9.7,MEDIUM
MNT00291,EQX0091,2025-10-21T00:00:00,PREVENTIVE,2236.4,OIL_PRESSURE,12.7,LOW
MNT00292,EQX0035,2025-07-24T00:00:00,PREVENTIVE,7348.7,OIL_PRESSURE,21.1,MEDIUM
MNT00293,EQX0012,2026-05-17T00:00:00,INSPECTION,4424.5,OIL_PRESSURE,23.3,HIGH
MNT00294,EQX0058,2025-06-24T00:00:00,PREVENTIVE,7132.6,BATTERY_LOW,5.1,HIGH
MNT00295,EQX0027,2026-03-21T00:00:00,INSPECTION,4915.9,OIL_PRESSURE,6.6,HIGH
MNT00296,EQX0065,2026-07-19T00:00:00,REPAIR,5998.4,NONE,15.6,LOW
MNT00297,EQX0034,2025-08-12T00:00:00,INSPECTION,2104.2,NONE,15.8,HIGH
MNT00298,EQX0024,2026-05-02T00:00:00,PREVENTIVE,3610.9,OIL_PRESSURE,11.5,MEDIUM
MNT00299,EQX0085,2025-02-04T00:00:00,INSPECTION,5319.4,OIL_PRESSURE,26.1,LOW
MNT00300,EQX0021,2026-03-08T00:00:00,INSPECTION,2643.4,NONE,6.0,MEDIUM
MNT00301,EQX0040,2025-06-16T00:00:00,INSPECTION,4191.5,NONE,13.5,HIGH
MNT00302,EQX0059,2026-03-22T00:00:00,REPAIR,3115.1,TEMP_HIGH,8.0,MEDIUM
MNT00303,EQX0077,2025-12-12T00:00:00,INSPECTION,5153.5,OIL_PRESSURE,1.7,LOW
MNT00304,EQX0098,2026-06-04T00:00:00,PREVENTIVE,3273.2,OIL_PRESSURE,28.6,MEDIUM
MNT00305,EQX0076,2025-01-30T00:00:00,PREVENTIVE,3939.1,OIL_PRESSURE,26.7,HIGH
MNT00306,EQX0068,2025-07-23T00:00:00,REPAIR,5688.5,TEMP_HIGH,20.1,LOW
MNT00307,EQX0012,2025-11-13T00:00:00,PREVENTIVE,6050.9,BATTERY_LOW,12.2,MEDIUM
MNT00308,EQX0001,2025-06-01T00:00:00,PREVENTIVE,6645.6,OIL_PRESSURE,9.6,LOW
MNT00309,EQX0031,2025-07-28T00:00:00,INSPECTION,858.2,TEMP_HIGH,5.0,HIGH
MNT00310,EQX0109,2026-01-19T00:00:00,PREVENTIVE,3684.6,OIL_PRESSURE,3.4,HIGH
MNT00311,EQX0088,2026-02-08T00:00:00,REPAIR,1751.2,BATTERY_LOW,20.2,MEDIUM
MNT00312,EQX0091,2025-09-06T00:00:00,PREVENTIVE,3029.3,OIL_PRESSURE,23.0,LOW
MNT00313,EQX0052,2025-12-01T00:00:00,INSPECTION,6184.5,BATTERY_LOW,18.1,HIGH
MNT00314,EQX0010,2025-12-22T00:00:00,INSPECTION,5090.1,NONE,7.0,HIGH
MNT00315,EQX0023,2025-08-29T00:00:00,INSPECTION,2844.6,NONE,18.5,MEDIUM
MNT00316,EQX0118,2025-03-21T00:00:00,REPAIR,1879.5,BATTERY_LOW,6.0,LOW
MNT00317,EQX0039,2026-03-22T00:00:00,PREVENTIVE,2679.0,TEMP_HIGH,13.1,MEDIUM
MNT00318,EQX0040,2026-02-01T00:00:00,REPAIR,6195.3,NONE,8.2,MEDIUM
MNT00319,EQX0023,2025-06-17T00:00:00,INSPECTION,5181.1,NONE,14.2,LOW
MNT00320,EQX0045,2025-04-14T00:00:00,REPAIR,6496.0,NONE,5.2,LOW
MNT00321,EQX0074,2026-06-04T00:00:00,INSPECTION,5210.0,NONE,14.8,HIGH
MNT00322,EQX0052,2026-03-09T00:00:00,PREVENTIVE,2411.6,OIL_PRESSURE,22.4,LOW
MNT00323,EQX0078,2026-04-07T00:00:00,REPAIR,2921.6,BATTERY_LOW,21.5,HIGH
MNT00324,EQX0047,2025-04-25T00:00:00,PREVENTIVE,7359.4,BATTERY_LOW,26.2,LOW
MNT00325,EQX0020,2025-01-08T00:00:00,INSPECTION,7121.9,OIL_PRESSURE,6.3,HIGH
MNT00326,EQX0094,2026-04-11T00:00:00,INSPECTION,554.4,OIL_PRESSURE,1.7,MEDIUM
MNT00327,EQX0059,2026-01-11T00:00:00,PREVENTIVE,6690.9,OIL_PRESSURE,7.9,MEDIUM
MNT00328,EQX0087,2025-10-31T00:00:00,PREVENTIVE,4162.1,TEMP_HIGH,9.2,MEDIUM
MNT00329,EQX0003,2026-04-03T00:00:00,INSPECTION,2373.1,NONE,18.1,MEDIUM
MNT00330,EQX0094,2025-02-07T00:00:00,REPAIR,5592.4,TEMP_HIGH,5.7,HIGH
MNT00331,EQX0013,2025-05-10T00:00:00,REPAIR,1255.9,BATTERY_LOW,13.2,MEDIUM
MNT00332,EQX0045,2026-04-15T00:00:00,REPAIR,4705.9,BATTERY_LOW,1.7,MEDIUM
MNT00333,EQX0048,2025-02-09T00:00:00,PREVENTIVE,4648.3,NONE,11.8,HIGH
MNT00334,EQX0011,2025-12-12T00:00:00,REPAIR,5669.6,BATTERY_LOW,12.3,LOW
MNT00335,EQX0096,2025-09-21T00:00:00,REPAIR,4966.1,NONE,25.2,MEDIUM
MNT00336,EQX0015,2025-07-16T00:00:00,REPAIR,2105.1,OIL_PRESSURE,18.7,HIGH
MNT00337,EQX0110,2025-09-07T00:00:00,REPAIR,6032.4,OIL_PRESSURE,17.4,LOW
MNT00338,EQX0098,2026-03-24T00:00:00,INSPECTION,5652.1,TEMP_HIGH,8.7,HIGH
MNT00339,EQX0006,2026-02-13T00:00:00,PREVENTIVE,5150.9,OIL_PRESSURE,0.6,LOW
MNT00340,EQX0003,2026-03-01T00:00:00,REPAIR,1147.3,OIL_PRESSURE,14.1,HIGH
MNT00341,EQX0041,2025-04-10T00:00:00,PREVENTIVE,1841.2,OIL_PRESSURE,7.0,HIGH
MNT00342,EQX0037,2026-04-17T00:00:00,REPAIR,3271.6,OIL_PRESSURE,16.5,MEDIUM
MNT00343,EQX0120,2025-01-13T00:00:00,INSPECTION,2686.4,OIL_PRESSURE,24.8,LOW
MNT00344,EQX0060,2026-05-26T00:00:00,PREVENTIVE,4085.4,TEMP_HIGH,20.4,MEDIUM
MNT00345,EQX0052,2025-02-03T00:00:00,REPAIR,6421.7,NONE,19.1,HIGH
MNT00346,EQX0045,2025-03-27T00:00:00,PREVENTIVE,5660.5,OIL_PRESSURE,9.5,MEDIUM
MNT00347,EQX0058,2026-04-24T00:00:00,PREVENTIVE,1338.1,TEMP_HIGH,18.9,HIGH
MNT00348,EQX0056,2026-03-02T00:00:00,PREVENTIVE,5685.1,OIL_PRESSURE,16.9,MEDIUM
MNT00349,EQX0031,2026-01-20T00:00:00,REPAIR,1161.4,NONE,3.4,LOW
MNT00350,EQX0028,2025-04-24T00:00:00,REPAIR,2312.2,TEMP_HIGH,23.1,HIGH
MNT00351,EQX0052,2026-07-18T00:00:00,INSPECTION,2769.8,TEMP_HIGH,12.8,HIGH
MNT00352,EQX0036,2025-11-24T00:00:00,INSPECTION,4801.0,OIL_PRESSURE,15.3,HIGH
MNT00353,EQX0051,2025-08-19T00:00:00,INSPECTION,3812.3,BATTERY_LOW,8.9,MEDIUM
MNT00354,EQX0021,2025-07-01T00:00:00,INSPECTION,2305.4,OIL_PRESSURE,23.0,HIGH
MNT00355,EQX0023,2025-04-11T00:00:00,INSPECTION,4435.2,BATTERY_LOW,29.2,MEDIUM
MNT00356,EQX0025,2025-01-30T00:00:00,REPAIR,1836.6,NONE,18.2,HIGH
MNT00357,EQX0053,2025-01-24T00:00:00,INSPECTION,4651.6,TEMP_HIGH,17.3,MEDIUM
MNT00358,EQX0088,2025-04-04T00:00:00,INSPECTION,365.9,BATTERY_LOW,16.8,LOW
MNT00359,EQX0109,2025-06-15T00:00:00,INSPECTION,2894.2,TEMP_HIGH,5.7,HIGH
MNT00360,EQX0118,2025-07-24T00:00:00,INSPECTION,1168.3,NONE,26.9,LOW
MNT00361,EQX0074,2026-04-18T00:00:00,INSPECTION,1988.8,BATTERY_LOW,29.7,LOW
MNT00362,EQX0060,2026-05-28T00:00:00,REPAIR,1011.4,OIL_PRESSURE,26.2,LOW
MNT00363,EQX0032,2026-04-19T00:00:00,REPAIR,7226.1,NONE,22.6,HIGH
MNT00364,EQX0087,2026-02-21T00:00:00,REPAIR,7467.4,BATTERY_LOW,2.6,MEDIUM
MNT00365,EQX0034,2026-07-05T00:00:00,PREVENTIVE,5425.3,NONE,13.4,HIGH
MNT00366,EQX0008,2025-10-27T00:00:00,INSPECTION,6246.6,NONE,11.2,HIGH
MNT00367,EQX0119,2026-06-08T00:00:00,REPAIR,4942.3,BATTERY_LOW,23.7,LOW
MNT00368,EQX0019,2025-09-26T00:00:00,REPAIR,5701.1,NONE,21.8,MEDIUM
MNT00369,EQX0053,2025-12-14T00:00:00,PREVENTIVE,6864.7,BATTERY_LOW,6.7,LOW
MNT00370,EQX0043,2025-03-17T00:00:00,INSPECTION,6764.1,BATTERY_LOW,22.7,MEDIUM
MNT00371,EQX0044,2025-10-30T00:00:00,REPAIR,3446.1,BATTERY_LOW,21.1,HIGH
MNT00372,EQX0036,2025-02-06T00:00:00,PREVENTIVE,1280.6,OIL_PRESSURE,1.3,MEDIUM
MNT00373,EQX0073,2026-01-07T00:00:00,REPAIR,2325.9,TEMP_HIGH,17.2,MEDIUM
MNT00374,EQX0061,2026-03-27T00:00:00,REPAIR,2352.6,TEMP_HIGH,4.8,MEDIUM
MNT00375,EQX0110,2026-01-29T00:00:00,INSPECTION,4848.4,NONE,25.6,HIGH
MNT00376,EQX0039,2025-06-01T00:00:00,REPAIR,288.1,OIL_PRESSURE,21.8,HIGH
MNT00377,EQX0112,2026-06-14T00:00:00,INSPECTION,3681.9,TEMP_HIGH,29.2,HIGH
MNT00378,EQX0020,2026-05-29T00:00:00,INSPECTION,4020.4,BATTERY_LOW,26.0,MEDIUM
MNT00379,EQX0083,2025-06-23T00:00:00,REPAIR,3719.0,BATTERY_LOW,27.0,LOW
MNT00380,EQX0086,2025-03-08T00:00:00,INSPECTION,1841.2,TEMP_HIGH,7.1,MEDIUM
MNT00381,EQX0078,2025-05-03T00:00:00,REPAIR,1637.7,BATTERY_LOW,14.0,HIGH
MNT00382,EQX0117,2025-01-13T00:00:00,REPAIR,6373.9,TEMP_HIGH,22.4,MEDIUM
MNT00383,EQX0086,2025-02-03T00:00:00,INSPECTION,4772.7,OIL_PRESSURE,15.5,MEDIUM
MNT00384,EQX0071,2026-07-02T00:00:00,REPAIR,4125.4,NONE,29.1,LOW
MNT00385,EQX0058,2026-06-20T00:00:00,PREVENTIVE,1986.3,TEMP_HIGH,20.8,HIGH
MNT00386,EQX0110,2025-09-08T00:00:00,PREVENTIVE,5234.4,BATTERY_LOW,5.7,HIGH
MNT00387,EQX0035,2026-07-20T00:00:00,INSPECTION,866.9,TEMP_HIGH,22.1,LOW
MNT00388,EQX0116,2025-05-16T00:00:00,REPAIR,2410.2,TEMP_HIGH,7.2,HIGH
MNT00389,EQX0098,2026-05-04T00:00:00,INSPECTION,917.4,NONE,9.9,HIGH
MNT00390,EQX0010,2025-07-21T00:00:00,INSPECTION,1049.8,NONE,14.5,LOW
MNT00391,EQX0070,2025-08-09T00:00:00,REPAIR,3756.8,NONE,17.7,LOW
MNT00392,EQX0093,2026-03-30T00:00:00,REPAIR,1622.0,BATTERY_LOW,29.8,MEDIUM
MNT00393,EQX0097,2026-02-21T00:00:00,REPAIR,2176.4,TEMP_HIGH,10.2,MEDIUM
MNT00394,EQX0066,2025-10-18T00:00:00,REPAIR,2387.4,TEMP_HIGH,10.6,HIGH
MNT00395,EQX0072,2026-05-31T00:00:00,INSPECTION,4769.2,NONE,29.3,LOW
MNT00396,EQX0063,2025-01-07T00:00:00,INSPECTION,6721.6,BATTERY_LOW,15.1,LOW
MNT00397,EQX0009,2026-03-19T00:00:00,REPAIR,2423.9,BATTERY_LOW,10.6,HIGH
MNT00398,EQX0069,2025-07-07T00:00:00,PREVENTIVE,5885.2,TEMP_HIGH,6.8,HIGH
MNT00399,EQX0040,2025-11-24T00:00:00,REPAIR,3644.7,OIL_PRESSURE,27.9,LOW
MNT00400,EQX0074,2025-06-08T00:00:00,INSPECTION,1341.6,BATTERY_LOW,23.7,LOW
MNT00401,EQX0079,2025-06-10T00:00:00,INSPECTION,7184.0,BATTERY_LOW,19.8,MEDIUM
MNT00402,EQX0100,2025-10-03T00:00:00,PREVENTIVE,7009.8,BATTERY_LOW,28.1,MEDIUM
MNT00403,EQX0048,2025-05-29T00:00:00,INSPECTION,2636.2,OIL_PRESSURE,25.0,MEDIUM
MNT00404,EQX0058,2025-11-12T00:00:00,INSPECTION,4312.0,BATTERY_LOW,0.7,MEDIUM
MNT00405,EQX0008,2026-02-23T00:00:00,INSPECTION,4914.3,TEMP_HIGH,29.3,MEDIUM
MNT00406,EQX0003,2025-07-27T00:00:00,PREVENTIVE,5033.0,OIL_PRESSURE,9.2,MEDIUM
MNT00407,EQX0004,2025-11-26T00:00:00,INSPECTION,5973.7,OIL_PRESSURE,17.0,HIGH
MNT00408,EQX0026,2025-08-09T00:00:00,REPAIR,3871.5,OIL_PRESSURE,3.7,LOW
MNT00409,EQX0021,2025-11-30T00:00:00,REPAIR,3701.7,BATTERY_LOW,28.6,LOW
MNT00410,EQX0100,2026-02-04T00:00:00,REPAIR,7206.0,BATTERY_LOW,7.9,HIGH
MNT00411,EQX0076,2026-01-20T00:00:00,PREVENTIVE,940.5,OIL_PRESSURE,8.6,MEDIUM
MNT00412,EQX0057,2025-10-19T00:00:00,PREVENTIVE,3644.4,NONE,10.1,HIGH
MNT00413,EQX0053,2025-06-05T00:00:00,PREVENTIVE,4505.6,TEMP_HIGH,17.1,MEDIUM
MNT00414,EQX0032,2025-12-02T00:00:00,REPAIR,4190.1,OIL_PRESSURE,16.9,MEDIUM
MNT00415,EQX0089,2025-01-23T00:00:00,PREVENTIVE,5836.3,NONE,26.2,HIGH
MNT00416,EQX0092,2025-11-18T00:00:00,INSPECTION,6807.3,BATTERY_LOW,22.5,LOW
MNT00417,EQX0024,2025-11-25T00:00:00,INSPECTION,1862.1,OIL_PRESSURE,10.3,HIGH
MNT00418,EQX0091,2025-09-23T00:00:00,INSPECTION,4606.4,NONE,4.6,HIGH
MNT00419,EQX0053,2026-03-14T00:00:00,INSPECTION,6084.3,NONE,25.0,LOW
MNT00420,EQX0117,2026-06-09T00:00:00,INSPECTION,318.3,BATTERY_LOW,29.9,HIGH
MNT00421,EQX0112,2025-12-01T00:00:00,REPAIR,3791.7,OIL_PRESSURE,19.2,HIGH
MNT00422,EQX0010,2025-04-05T00:00:00,REPAIR,5898.3,TEMP_HIGH,24.1,LOW
MNT00423,EQX0074,2026-04-25T00:00:00,REPAIR,4946.3,TEMP_HIGH,22.7,HIGH
MNT00424,EQX0056,2025-10-11T00:00:00,INSPECTION,3494.4,TEMP_HIGH,19.7,LOW
MNT00425,EQX0024,2025-12-14T00:00:00,INSPECTION,4052.3,BATTERY_LOW,26.7,MEDIUM
MNT00426,EQX0074,2025-10-28T00:00:00,PREVENTIVE,4752.9,BATTERY_LOW,1.1,LOW
MNT00427,EQX0042,2026-03-14T00:00:00,PREVENTIVE,2089.6,TEMP_HIGH,17.7,MEDIUM
MNT00428,EQX0069,2026-04-14T00:00:00,REPAIR,5057.4,OIL_PRESSURE,26.9,HIGH
MNT00429,EQX0112,2025-06-06T00:00:00,PREVENTIVE,5842.8,TEMP_HIGH,9.6,LOW
MNT00430,EQX0004,2026-07-01T00:00:00,REPAIR,7094.8,NONE,23.5,HIGH
MNT00431,EQX0045,2025-03-12T00:00:00,INSPECTION,6555.1,TEMP_HIGH,19.9,LOW
MNT00432,EQX0039,2025-06-17T00:00:00,INSPECTION,7434.3,TEMP_HIGH,28.1,LOW
MNT00433,EQX0099,2025-12-30T00:00:00,PREVENTIVE,1202.4,BATTERY_LOW,4.1,MEDIUM
MNT00434,EQX0004,2026-03-31T00:00:00,REPAIR,6435.6,TEMP_HIGH,11.7,MEDIUM
MNT00435,EQX0057,2026-02-13T00:00:00,PREVENTIVE,1701.1,BATTERY_LOW,17.9,LOW
MNT00436,EQX0012,2025-06-29T00:00:00,REPAIR,6867.0,NONE,5.3,LOW
MNT00437,EQX0016,2026-05-16T00:00:00,REPAIR,4615.4,OIL_PRESSURE,12.7,LOW
MNT00438,EQX0012,2026-06-04T00:00:00,INSPECTION,3689.2,NONE,28.4,LOW
MNT00439,EQX0001,2026-01-25T00:00:00,INSPECTION,3122.3,NONE,11.0,MEDIUM
MNT00440,EQX0108,2025-03-08T00:00:00,INSPECTION,7105.4,OIL_PRESSURE,7.3,HIGH
MNT00441,EQX0011,2026-02-04T00:00:00,INSPECTION,315.7,OIL_PRESSURE,22.0,MEDIUM
MNT00442,EQX0006,2025-05-25T00:00:00,PREVENTIVE,1494.7,NONE,4.3,LOW
MNT00443,EQX0018,2026-04-27T00:00:00,PREVENTIVE,646.6,TEMP_HIGH,26.1,HIGH
MNT00444,EQX0038,2026-01-16T00:00:00,REPAIR,3228.6,TEMP_HIGH,12.9,LOW
MNT00445,EQX0120,2026-06-16T00:00:00,PREVENTIVE,5616.4,TEMP_HIGH,11.3,LOW
MNT00446,EQX0101,2025-06-16T00:00:00,PREVENTIVE,3832.2,OIL_PRESSURE,12.4,MEDIUM
MNT00447,EQX0117,2025-09-29T00:00:00,REPAIR,2543.8,NONE,10.3,MEDIUM
MNT00448,EQX0005,2025-05-28T00:00:00,INSPECTION,539.4,BATTERY_LOW,23.0,HIGH
MNT00449,EQX0068,2025-06-23T00:00:00,PREVENTIVE,930.8,OIL_PRESSURE,27.0,LOW
MNT00450,EQX0054,2025-03-09T00:00:00,PREVENTIVE,7271.7,BATTERY_LOW,29.5,HIGH
MNT00451,EQX0057,2025-05-18T00:00:00,REPAIR,6108.8,NONE,9.7,MEDIUM
MNT00452,EQX0116,2025-09-21T00:00:00,PREVENTIVE,2557.0,OIL_PRESSURE,28.7,HIGH
MNT00453,EQX0092,2025-04-09T00:00:00,INSPECTION,3797.5,TEMP_HIGH,4.2,HIGH
MNT00454,EQX0017,2025-05-27T00:00:00,PREVENTIVE,5012.2,NONE,21.7,MEDIUM
MNT00455,EQX0114,2025-04-18T00:00:00,PREVENTIVE,1851.4,TEMP_HIGH,22.0,MEDIUM
MNT00456,EQX0043,2026-04-19T00:00:00,REPAIR,4512.7,OIL_PRESSURE,22.9,LOW
MNT00457,EQX0042,2026-03-09T00:00:00,INSPECTION,5026.8,NONE,22.6,MEDIUM
MNT00458,EQX0081,2025-02-19T00:00:00,PREVENTIVE,7350.6,NONE,4.7,LOW
MNT00459,EQX0107,2025-09-01T00:00:00,PREVENTIVE,3096.4,NONE,17.4,MEDIUM
MNT00460,EQX0110,2025-12-19T00:00:00,PREVENTIVE,4789.6,BATTERY_LOW,13.8,LOW
MNT00461,EQX0059,2025-09-27T00:00:00,REPAIR,3411.0,OIL_PRESSURE,19.8,HIGH
MNT00462,EQX0119,2025-12-12T00:00:00,INSPECTION,7475.8,TEMP_HIGH,8.0,MEDIUM
MNT00463,EQX0099,2026-07-17T00:00:00,INSPECTION,5041.7,OIL_PRESSURE,23.0,MEDIUM
MNT00464,EQX0009,2026-01-10T00:00:00,INSPECTION,4888.7,TEMP_HIGH,3.3,MEDIUM
MNT00465,EQX0107,2025-04-24T00:00:00,PREVENTIVE,4218.4,OIL_PRESSURE,4.2,MEDIUM
MNT00466,EQX0040,2026-04-09T00:00:00,INSPECTION,4239.1,NONE,29.0,HIGH
MNT00467,EQX0024,2026-02-12T00:00:00,REPAIR,1622.6,TEMP_HIGH,23.4,LOW
MNT00468,EQX0094,2025-12-29T00:00:00,REPAIR,4586.8,TEMP_HIGH,17.1,HIGH
MNT00469,EQX0068,2025-02-18T00:00:00,REPAIR,2847.4,TEMP_HIGH,21.0,HIGH
MNT00470,EQX0022,2026-01-19T00:00:00,PREVENTIVE,931.0,TEMP_HIGH,19.2,HIGH
MNT00471,EQX0029,2025-06-05T00:00:00,REPAIR,7078.0,BATTERY_LOW,25.8,MEDIUM
MNT00472,EQX0007,2026-02-15T00:00:00,INSPECTION,3045.3,BATTERY_LOW,26.9,MEDIUM
MNT00473,EQX0042,2025-05-20T00:00:00,REPAIR,7048.4,NONE,2.7,HIGH
MNT00474,EQX0072,2025-11-16T00:00:00,PREVENTIVE,6938.3,NONE,2.2,MEDIUM
MNT00475,EQX0018,2025-05-28T00:00:00,INSPECTION,6203.8,TEMP_HIGH,12.0,LOW
MNT00476,EQX0083,2026-03-06T00:00:00,INSPECTION,4517.3,TEMP_HIGH,25.1,LOW
MNT00477,EQX0029,2025-10-10T00:00:00,PREVENTIVE,6716.3,NONE,21.9,HIGH
MNT00478,EQX0087,2025-06-05T00:00:00,PREVENTIVE,3436.7,OIL_PRESSURE,22.9,LOW
MNT00479,EQX0082,2025-05-01T00:00:00,REPAIR,2471.5,NONE,23.3,HIGH
MNT00480,EQX0061,2025-08-26T00:00:00,REPAIR,3399.4,NONE,16.5,HIGH
MNT00481,EQX0059,2025-06-07T00:00:00,PREVENTIVE,6625.7,OIL_PRESSURE,26.3,LOW
MNT00482,EQX0049,2025-09-19T00:00:00,PREVENTIVE,4776.4,BATTERY_LOW,17.8,HIGH
MNT00483,EQX0089,2026-05-14T00:00:00,INSPECTION,1839.8,NONE,3.1,HIGH
MNT00484,EQX0078,2026-01-07T00:00:00,PREVENTIVE,6546.3,BATTERY_LOW,25.2,MEDIUM
MNT00485,EQX0054,2025-02-28T00:00:00,REPAIR,967.9,OIL_PRESSURE,25.3,HIGH
MNT00486,EQX0036,2025-09-15T00:00:00,REPAIR,3907.1,BATTERY_LOW,20.2,MEDIUM
MNT00487,EQX0046,2025-03-27T00:00:00,PREVENTIVE,938.3,BATTERY_LOW,7.7,MEDIUM
MNT00488,EQX0029,2026-03-21T00:00:00,REPAIR,2140.0,BATTERY_LOW,17.0,HIGH
MNT00489,EQX0049,2026-06-16T00:00:00,REPAIR,2992.9,NONE,17.9,HIGH
MNT00490,EQX0013,2025-04-08T00:00:00,PREVENTIVE,7257.1,TEMP_HIGH,11.1,HIGH
MNT00491,EQX0091,2026-03-08T00:00:00,INSPECTION,5443.5,NONE,10.7,MEDIUM
MNT00492,EQX0110,2026-04-17T00:00:00,REPAIR,6502.9,NONE,28.2,HIGH
MNT00493,EQX0096,2026-03-19T00:00:00,REPAIR,6829.0,TEMP_HIGH,17.2,LOW
MNT00494,EQX0081,2025-12-03T00:00:00,PREVENTIVE,2333.6,BATTERY_LOW,24.2,HIGH
MNT00495,EQX0059,2025-09-17T00:00:00,INSPECTION,6174.1,OIL_PRESSURE,10.9,LOW
MNT00496,EQX0036,2026-04-02T00:00:00,PREVENTIVE,2568.9,OIL_PRESSURE,23.2,LOW
MNT00497,EQX0027,2026-07-15T00:00:00,REPAIR,2549.7,BATTERY_LOW,22.7,LOW
MNT00498,EQX0109,2026-05-27T00:00:00,PREVENTIVE,2636.5,TEMP_HIGH,9.8,MEDIUM
MNT00499,EQX0013,2025-04-03T00:00:00,REPAIR,3164.3,BATTERY_LOW,19.4,MEDIUM
MNT00500,EQX0026,2025-09-29T00:00:00,REPAIR,3743.7,OIL_PRESSURE,24.3,MEDIUM
